/gpfs/automountdir/gpfs/homes/SEAS/home/g21775526/torch-py_3.9-aarm64/lib64/python3.9/site-packages/networkx/utils/backends.py:135: RuntimeWarning: networkx backend defined more than once: nx-loopback
  backends.update(_get_backends("networkx.backends"))
DDP: rank 0, local_rank 0, world_size 1
total desired batch size: 524288
=> calculated gradient accumulation steps: 8
found 404 shards for split train
found 1 shards for split val
validation loss: 11.2329
HellaSwag accuracy: 2546/10042=0.2535
Arabic MMLU accuracy: 42/2186=0.0192
step     0 | loss: 11.222445 | lr 8.3916e-07 | norm: 4.4171 | dt: 151524.59ms | tok/sec: 3460.09
step     1 | loss: 11.207641 | lr 1.6783e-06 | norm: 4.4109 | dt: 3961.50ms | tok/sec: 132345.94
step     2 | loss: 11.188520 | lr 2.5175e-06 | norm: 4.6698 | dt: 3947.30ms | tok/sec: 132821.95
step     3 | loss: 11.180963 | lr 3.3566e-06 | norm: 11.7135 | dt: 3954.54ms | tok/sec: 132578.82
step     4 | loss: 11.086930 | lr 4.1958e-06 | norm: 4.2182 | dt: 3955.10ms | tok/sec: 132559.94
step     5 | loss: 11.036965 | lr 5.0350e-06 | norm: 3.7965 | dt: 3960.73ms | tok/sec: 132371.64
step     6 | loss: 10.949899 | lr 5.8741e-06 | norm: 4.2240 | dt: 3958.27ms | tok/sec: 132453.81
step     7 | loss: 10.921662 | lr 6.7133e-06 | norm: 2.9466 | dt: 3962.62ms | tok/sec: 132308.37
step     8 | loss: 10.833132 | lr 7.5524e-06 | norm: 2.8322 | dt: 3956.71ms | tok/sec: 132505.92
step     9 | loss: 10.799393 | lr 8.3916e-06 | norm: 2.4138 | dt: 3962.65ms | tok/sec: 132307.41
step    10 | loss: 10.725052 | lr 9.2308e-06 | norm: 2.2671 | dt: 3962.72ms | tok/sec: 132305.09
step    11 | loss: 10.696210 | lr 1.0070e-05 | norm: 2.1060 | dt: 3955.89ms | tok/sec: 132533.41
step    12 | loss: 10.689623 | lr 1.0909e-05 | norm: 2.0899 | dt: 3959.35ms | tok/sec: 132417.55
step    13 | loss: 10.607355 | lr 1.1748e-05 | norm: 1.8416 | dt: 3958.27ms | tok/sec: 132453.75
step    14 | loss: 10.572300 | lr 1.2587e-05 | norm: 1.7231 | dt: 3962.76ms | tok/sec: 132303.68
step    15 | loss: 10.270301 | lr 1.3427e-05 | norm: 4.5709 | dt: 3953.50ms | tok/sec: 132613.55
step    16 | loss: 10.501696 | lr 1.4266e-05 | norm: 1.5569 | dt: 3964.87ms | tok/sec: 132233.21
step    17 | loss: 10.465178 | lr 1.5105e-05 | norm: 1.5376 | dt: 3958.47ms | tok/sec: 132446.97
step    18 | loss: 10.490955 | lr 1.5944e-05 | norm: 1.4398 | dt: 3961.27ms | tok/sec: 132353.45
step    19 | loss: 10.399771 | lr 1.6783e-05 | norm: 1.4709 | dt: 3965.89ms | tok/sec: 132199.39
step    20 | loss: 9.992090 | lr 1.7622e-05 | norm: 4.1706 | dt: 3955.89ms | tok/sec: 132533.47
step    21 | loss: 10.350578 | lr 1.8462e-05 | norm: 1.4407 | dt: 3964.23ms | tok/sec: 132254.56
step    22 | loss: 10.306553 | lr 1.9301e-05 | norm: 1.4616 | dt: 3956.37ms | tok/sec: 132517.37
step    23 | loss: 10.338022 | lr 2.0140e-05 | norm: 1.5174 | dt: 3960.87ms | tok/sec: 132366.73
step    24 | loss: 10.320963 | lr 2.0979e-05 | norm: 1.3613 | dt: 3967.79ms | tok/sec: 132135.88
step    25 | loss: 10.197788 | lr 2.1818e-05 | norm: 1.5083 | dt: 3961.44ms | tok/sec: 132347.76
step    26 | loss: 10.262751 | lr 2.2657e-05 | norm: 1.3455 | dt: 3967.20ms | tok/sec: 132155.70
step    27 | loss: 10.183686 | lr 2.3497e-05 | norm: 1.3962 | dt: 3965.85ms | tok/sec: 132200.79
step    28 | loss: 10.238259 | lr 2.4336e-05 | norm: 1.3384 | dt: 3954.76ms | tok/sec: 132571.25
step    29 | loss: 10.047677 | lr 2.5175e-05 | norm: 1.5169 | dt: 3968.34ms | tok/sec: 132117.74
step    30 | loss: 10.131522 | lr 2.6014e-05 | norm: 1.3421 | dt: 3962.06ms | tok/sec: 132327.08
step    31 | loss: 10.192324 | lr 2.6853e-05 | norm: 1.2617 | dt: 3964.47ms | tok/sec: 132246.53
step    32 | loss: 9.964237 | lr 2.7692e-05 | norm: 1.4441 | dt: 3967.27ms | tok/sec: 132153.30
step    33 | loss: 9.689693 | lr 2.8531e-05 | norm: 1.8577 | dt: 3958.14ms | tok/sec: 132458.23
step    34 | loss: 9.890852 | lr 2.9371e-05 | norm: 1.4211 | dt: 3967.25ms | tok/sec: 132153.87
step    35 | loss: 10.107382 | lr 3.0210e-05 | norm: 1.2457 | dt: 3968.40ms | tok/sec: 132115.62
step    36 | loss: 10.025972 | lr 3.1049e-05 | norm: 1.2796 | dt: 3959.13ms | tok/sec: 132425.04
step    37 | loss: 9.563288 | lr 3.1888e-05 | norm: 2.0599 | dt: 3967.82ms | tok/sec: 132134.93
step    38 | loss: 10.004861 | lr 3.2727e-05 | norm: 1.2786 | dt: 3966.47ms | tok/sec: 132179.93
step    39 | loss: 9.557849 | lr 3.3566e-05 | norm: 1.7670 | dt: 3962.84ms | tok/sec: 132301.12
step    40 | loss: 9.863472 | lr 3.4406e-05 | norm: 1.2748 | dt: 3971.16ms | tok/sec: 132023.85
step    41 | loss: 9.601385 | lr 3.5245e-05 | norm: 1.4935 | dt: 3966.60ms | tok/sec: 132175.75
step    42 | loss: 9.236506 | lr 3.6084e-05 | norm: 2.2393 | dt: 3961.60ms | tok/sec: 132342.61
step    43 | loss: 9.830264 | lr 3.6923e-05 | norm: 1.3284 | dt: 3964.97ms | tok/sec: 132229.96
step    44 | loss: 9.871870 | lr 3.7762e-05 | norm: 1.2375 | dt: 3958.95ms | tok/sec: 132431.14
step    45 | loss: 9.813133 | lr 3.8601e-05 | norm: 1.1914 | dt: 3959.64ms | tok/sec: 132407.93
step    46 | loss: 9.740335 | lr 3.9441e-05 | norm: 1.2924 | dt: 3964.66ms | tok/sec: 132240.48
step    47 | loss: 9.785440 | lr 4.0280e-05 | norm: 1.1992 | dt: 3965.39ms | tok/sec: 132216.00
step    48 | loss: 9.714935 | lr 4.1119e-05 | norm: 1.1959 | dt: 3965.76ms | tok/sec: 132203.74
step    49 | loss: 9.647396 | lr 4.1958e-05 | norm: 1.2219 | dt: 3963.76ms | tok/sec: 132270.40
step    50 | loss: 9.692792 | lr 4.2797e-05 | norm: 1.2080 | dt: 3955.72ms | tok/sec: 132539.13
step    51 | loss: 9.529573 | lr 4.3636e-05 | norm: 1.2737 | dt: 3967.62ms | tok/sec: 132141.56
step    52 | loss: 9.596304 | lr 4.4476e-05 | norm: 1.1903 | dt: 3958.14ms | tok/sec: 132458.24
step    53 | loss: 9.554190 | lr 4.5315e-05 | norm: 1.1762 | dt: 3961.86ms | tok/sec: 132333.95
step    54 | loss: 9.585061 | lr 4.6154e-05 | norm: 1.1233 | dt: 3955.00ms | tok/sec: 132563.34
step    55 | loss: 9.491832 | lr 4.6993e-05 | norm: 1.1963 | dt: 3961.17ms | tok/sec: 132356.85
step    56 | loss: 9.477206 | lr 4.7832e-05 | norm: 1.1266 | dt: 3964.14ms | tok/sec: 132257.76
step    57 | loss: 9.494229 | lr 4.8671e-05 | norm: 1.0799 | dt: 3954.09ms | tok/sec: 132593.85
step    58 | loss: 9.310019 | lr 4.9510e-05 | norm: 1.1806 | dt: 3998.20ms | tok/sec: 131130.97
step    59 | loss: 9.410849 | lr 5.0350e-05 | norm: 1.0829 | dt: 4015.74ms | tok/sec: 130558.30
step    60 | loss: 9.418977 | lr 5.1189e-05 | norm: 1.0570 | dt: 3984.77ms | tok/sec: 131573.11
step    61 | loss: 9.376501 | lr 5.2028e-05 | norm: 1.0292 | dt: 3976.05ms | tok/sec: 131861.37
step    62 | loss: 9.247913 | lr 5.2867e-05 | norm: 1.0603 | dt: 3962.94ms | tok/sec: 132297.73
step    63 | loss: 9.149358 | lr 5.3706e-05 | norm: 1.1191 | dt: 3961.19ms | tok/sec: 132356.18
step    64 | loss: 9.155270 | lr 5.4545e-05 | norm: 1.0686 | dt: 3955.13ms | tok/sec: 132559.01
step    65 | loss: 9.220181 | lr 5.5385e-05 | norm: 1.0006 | dt: 3962.78ms | tok/sec: 132303.12
step    66 | loss: 9.178320 | lr 5.6224e-05 | norm: 0.9889 | dt: 3956.44ms | tok/sec: 132515.00
step    67 | loss: 9.141533 | lr 5.7063e-05 | norm: 0.9604 | dt: 3963.46ms | tok/sec: 132280.34
step    68 | loss: 9.079575 | lr 5.7902e-05 | norm: 1.0419 | dt: 3953.22ms | tok/sec: 132623.16
step    69 | loss: 8.951505 | lr 5.8741e-05 | norm: 1.0661 | dt: 3963.47ms | tok/sec: 132279.90
step    70 | loss: 8.881177 | lr 5.9580e-05 | norm: 1.0531 | dt: 3961.15ms | tok/sec: 132357.58
step    71 | loss: 9.024686 | lr 6.0420e-05 | norm: 1.1157 | dt: 3957.60ms | tok/sec: 132476.20
step    72 | loss: 8.501653 | lr 6.1259e-05 | norm: 1.5097 | dt: 3962.98ms | tok/sec: 132296.45
step    73 | loss: 8.977373 | lr 6.2098e-05 | norm: 1.0122 | dt: 3954.54ms | tok/sec: 132578.72
step    74 | loss: 8.868736 | lr 6.2937e-05 | norm: 1.3259 | dt: 3963.59ms | tok/sec: 132275.97
step    75 | loss: 8.871035 | lr 6.3776e-05 | norm: 0.8363 | dt: 3955.82ms | tok/sec: 132535.91
step    76 | loss: 8.618653 | lr 6.4615e-05 | norm: 1.0529 | dt: 3981.78ms | tok/sec: 131671.72
step    77 | loss: 8.836920 | lr 6.5455e-05 | norm: 0.7976 | dt: 3962.85ms | tok/sec: 132300.72
step    78 | loss: 8.788112 | lr 6.6294e-05 | norm: 0.8235 | dt: 3957.59ms | tok/sec: 132476.71
step    79 | loss: 8.756105 | lr 6.7133e-05 | norm: 0.7086 | dt: 3962.93ms | tok/sec: 132298.05
step    80 | loss: 8.726949 | lr 6.7972e-05 | norm: 0.7435 | dt: 3959.82ms | tok/sec: 132402.14
step    81 | loss: 8.609784 | lr 6.8811e-05 | norm: 0.7317 | dt: 3956.90ms | tok/sec: 132499.70
step    82 | loss: 8.607849 | lr 6.9650e-05 | norm: 0.7412 | dt: 3961.78ms | tok/sec: 132336.33
step    83 | loss: 8.301262 | lr 7.0490e-05 | norm: 0.9175 | dt: 3958.40ms | tok/sec: 132449.55
step    84 | loss: 8.598489 | lr 7.1329e-05 | norm: 0.6698 | dt: 3962.17ms | tok/sec: 132323.37
step    85 | loss: 8.519320 | lr 7.2168e-05 | norm: 0.6834 | dt: 3954.62ms | tok/sec: 132575.94
step    86 | loss: 8.551430 | lr 7.3007e-05 | norm: 0.7245 | dt: 3963.34ms | tok/sec: 132284.32
step    87 | loss: 8.574287 | lr 7.3846e-05 | norm: 0.5693 | dt: 3960.97ms | tok/sec: 132363.63
step    88 | loss: 8.597815 | lr 7.4685e-05 | norm: 0.5054 | dt: 3957.81ms | tok/sec: 132469.31
step    89 | loss: 8.482075 | lr 7.5524e-05 | norm: 0.5776 | dt: 3962.16ms | tok/sec: 132323.69
step    90 | loss: 8.494479 | lr 7.6364e-05 | norm: 0.5256 | dt: 3958.49ms | tok/sec: 132446.32
step    91 | loss: 8.235188 | lr 7.7203e-05 | norm: 0.7379 | dt: 3966.62ms | tok/sec: 132174.87
step    92 | loss: 8.106926 | lr 7.8042e-05 | norm: 0.7688 | dt: 3958.19ms | tok/sec: 132456.58
step    93 | loss: 8.473111 | lr 7.8881e-05 | norm: 0.4862 | dt: 3961.39ms | tok/sec: 132349.44
step    94 | loss: 8.466381 | lr 7.9720e-05 | norm: 0.4408 | dt: 3964.36ms | tok/sec: 132250.45
step    95 | loss: 8.442310 | lr 8.0559e-05 | norm: 0.5077 | dt: 3959.13ms | tok/sec: 132424.93
step    96 | loss: 8.251135 | lr 8.1399e-05 | norm: 0.4752 | dt: 3966.62ms | tok/sec: 132175.14
step    97 | loss: 8.336918 | lr 8.2238e-05 | norm: 0.4298 | dt: 3960.88ms | tok/sec: 132366.62
step    98 | loss: 8.414042 | lr 8.3077e-05 | norm: 0.3699 | dt: 3960.21ms | tok/sec: 132389.10
step    99 | loss: 8.291174 | lr 8.3916e-05 | norm: 0.4959 | dt: 3966.30ms | tok/sec: 132185.78
step   100 | loss: 8.314301 | lr 8.4755e-05 | norm: 0.3938 | dt: 3954.02ms | tok/sec: 132596.13
